personnel_code,unit_code,weekly_duty_hours,consecutive_duty_days,leave_days_last_90,night_shift_ratio,deployment_months_last_year,transfer_count_last_2yr,training_load_hours,overdue_leave_flag,stress_level,mood,sleep_quality,fatigue_level,perceived_workload,burnout_index,stress_label,data_source
PID-00584,UNIT-32,37.0,4,6,0.11,4.8,1,18.4,False,2,4,3,3,3,0.539,0,SYNTHETIC_DEMO_DATA
PID-00585,UNIT-39,62.0,6,8,0.1,10.6,1,34.3,False,3,3,4,4,3,0.446,0,SYNTHETIC_DEMO_DATA
PID-00586,UNIT-22,80.0,4,15,0.34,3.7,1,19.1,False,3,3,2,3,4,0.548,0,SYNTHETIC_DEMO_DATA
PID-00587,UNIT-22,35.5,9,13,0.16,6.3,0,16.4,False,2,3,4,1,2,0.235,0,SYNTHETIC_DEMO_DATA
PID-00588,UNIT-01,40.3,6,15,0.26,8.1,1,17.3,False,3,3,4,3,3,0.427,0,SYNTHETIC_DEMO_DATA
PID-00589,UNIT-07,55.3,13,0,0.24,8.6,0,15.0,True,4,4,3,3,2,0.498,0,SYNTHETIC_DEMO_DATA
PID-00590,UNIT-07,74.6,5,19,0.44,8.9,0,13.3,False,2,3,4,4,5,0.577,0,SYNTHETIC_DEMO_DATA
PID-00591,UNIT-37,34.9,8,12,0.09,4.2,0,15.0,False,2,5,5,3,2,0.384,0,SYNTHETIC_DEMO_DATA
PID-00592,UNIT-11,55.5,5,23,0.4,5.0,2,36.6,False,3,4,3,2,3,0.392,0,SYNTHETIC_DEMO_DATA
PID-00593,UNIT-25,77.5,6,4,0.3,0.0,2,27.1,False,2,3,3,4,3,0.636,0,SYNTHETIC_DEMO_DATA
PID-00594,UNIT-17,30.0,4,0,0.16,4.4,1,16.5,False,3,4,5,3,2,0.399,0,SYNTHETIC_DEMO_DATA
PID-00595,UNIT-31,34.1,6,9,0.01,8.3,2,29.8,False,2,4,5,3,3,0.443,0,SYNTHETIC_DEMO_DATA
PID-00596,UNIT-15,46.1,5,7,0.1,7.7,3,4.1,False,3,4,4,3,4,0.445,1,SYNTHETIC_DEMO_DATA
PID-00597,UNIT-38,44.7,8,12,0.03,4.7,0,33.8,False,3,3,3,3,3,0.474,0,SYNTHETIC_DEMO_DATA
PID-00598,UNIT-21,63.4,4,15,0.39,10.1,1,33.0,False,2,2,4,2,3,0.371,0,SYNTHETIC_DEMO_DATA
PID-00599,UNIT-10,55.4,5,8,0.32,3.8,0,42.4,False,2,4,3,3,3,0.418,0,SYNTHETIC_DEMO_DATA
PID-00600,UNIT-17,30.0,11,7,0.63,2.9,1,30.1,False,3,4,4,3,4,0.536,0,SYNTHETIC_DEMO_DATA
PID-00601,UNIT-15,59.2,8,12,0.27,3.6,0,24.4,False,3,4,3,3,2,0.406,0,SYNTHETIC_DEMO_DATA
PID-00602,UNIT-30,43.9,5,7,0.1,1.6,2,32.9,False,2,4,4,3,1,0.374,0,SYNTHETIC_DEMO_DATA
PID-00603,UNIT-13,69.8,7,6,0.31,6.9,1,13.7,False,2,3,3,3,2,0.428,0,SYNTHETIC_DEMO_DATA
PID-00604,UNIT-03,43.2,6,15,0.29,5.9,1,16.0,False,3,3,3,2,2,0.346,0,SYNTHETIC_DEMO_DATA
PID-00605,UNIT-32,43.1,7,16,0.35,6.8,0,19.4,False,2,4,4,2,2,0.299,0,SYNTHETIC_DEMO_DATA
PID-00606,UNIT-40,59.6,6,15,0.25,3.8,1,33.7,False,3,4,3,3,2,0.424,0,SYNTHETIC_DEMO_DATA
PID-00607,UNIT-11,62.7,5,7,0.42,4.8,0,11.4,False,3,3,5,3,3,0.425,1,SYNTHETIC_DEMO_DATA
PID-00608,UNIT-34,58.3,3,0,0.18,0.0,0,10.4,False,2,3,3,2,3,0.414,0,SYNTHETIC_DEMO_DATA
PID-00609,UNIT-02,30.0,6,8,0.31,6.1,1,22.4,False,3,3,3,3,3,0.398,0,SYNTHETIC_DEMO_DATA
PID-00610,UNIT-14,59.5,11,4,0.19,5.3,2,27.2,False,3,3,4,3,3,0.433,1,SYNTHETIC_DEMO_DATA
PID-00611,UNIT-01,37.5,6,8,0.23,1.7,3,13.0,False,3,5,4,2,3,0.401,0,SYNTHETIC_DEMO_DATA
PID-00612,UNIT-16,55.3,7,4,0.19,4.7,1,26.7,False,4,2,3,3,3,0.568,0,SYNTHETIC_DEMO_DATA
PID-00613,UNIT-25,32.1,7,8,0.3,4.2,1,33.7,False,3,4,3,3,3,0.504,0,SYNTHETIC_DEMO_DATA
PID-00614,UNIT-39,58.2,3,2,0.33,10.3,0,32.0,False,3,2,3,3,4,0.435,0,SYNTHETIC_DEMO_DATA
PID-00615,UNIT-34,40.7,5,1,0.35,1.8,1,23.5,False,4,4,3,2,2,0.456,0,SYNTHETIC_DEMO_DATA
PID-00616,UNIT-38,34.0,4,16,0.16,6.0,1,19.1,False,2,4,4,3,3,0.47,0,SYNTHETIC_DEMO_DATA
PID-00617,UNIT-27,62.0,6,3,0.26,1.7,1,37.4,False,3,3,3,3,3,0.395,0,SYNTHETIC_DEMO_DATA
PID-00618,UNIT-16,55.4,0,9,0.2,3.3,1,20.2,False,2,4,4,4,3,0.519,0,SYNTHETIC_DEMO_DATA
PID-00619,UNIT-37,43.4,8,14,0.12,5.8,2,29.4,False,2,4,4,4,3,0.485,0,SYNTHETIC_DEMO_DATA
PID-00620,UNIT-03,72.3,7,14,0.15,4.4,1,39.6,False,4,3,4,2,3,0.363,0,SYNTHETIC_DEMO_DATA
PID-00621,UNIT-33,45.8,4,13,0.33,5.0,0,28.4,False,2,3,3,3,3,0.445,0,SYNTHETIC_DEMO_DATA
PID-00622,UNIT-40,52.4,6,10,0.53,6.0,2,10.0,False,4,4,3,3,3,0.526,0,SYNTHETIC_DEMO_DATA
PID-00623,UNIT-01,55.8,5,13,0.12,3.5,2,7.6,False,3,4,4,2,2,0.411,0,SYNTHETIC_DEMO_DATA
PID-00624,UNIT-27,43.3,4,17,0.21,7.7,1,17.0,False,3,4,4,3,1,0.459,0,SYNTHETIC_DEMO_DATA
PID-00625,UNIT-36,58.6,8,11,0.5,4.1,2,27.1,False,3,3,3,4,3,0.487,0,SYNTHETIC_DEMO_DATA
PID-00626,UNIT-28,44.5,8,0,0.1,4.7,1,24.4,True,2,4,3,4,3,0.499,0,SYNTHETIC_DEMO_DATA
PID-00627,UNIT-40,46.2,10,5,0.16,6.1,0,42.1,False,1,5,4,2,3,0.375,0,SYNTHETIC_DEMO_DATA
PID-00628,UNIT-11,71.1,4,13,0.32,5.7,0,24.4,False,3,3,3,3,3,0.561,0,SYNTHETIC_DEMO_DATA
PID-00629,UNIT-26,37.4,6,5,0.31,6.9,0,16.7,False,3,3,3,3,2,0.326,0,SYNTHETIC_DEMO_DATA
PID-00630,UNIT-33,30.0,5,18,0.68,6.0,0,8.7,False,2,3,4,1,2,0.247,0,SYNTHETIC_DEMO_DATA
PID-00631,UNIT-03,74.6,2,8,0.25,6.4,2,31.8,False,3,3,2,2,3,0.419,0,SYNTHETIC_DEMO_DATA
PID-00632,UNIT-23,87.7,9,9,0.27,4.0,1,19.9,False,3,2,4,3,3,0.419,0,SYNTHETIC_DEMO_DATA
PID-00633,UNIT-39,46.3,10,15,0.27,1.8,2,4.9,False,3,4,3,3,1,0.495,0,SYNTHETIC_DEMO_DATA
PID-00634,UNIT-19,30.0,4,7,0.29,0.7,0,20.2,False,2,4,3,1,1,0.254,0,SYNTHETIC_DEMO_DATA
PID-00635,UNIT-33,47.7,7,10,0.04,0.0,1,10.0,False,3,4,3,3,3,0.299,0,SYNTHETIC_DEMO_DATA
PID-00636,UNIT-30,48.0,4,14,0.3,10.3,0,15.7,False,2,3,3,3,4,0.464,0,SYNTHETIC_DEMO_DATA
PID-00637,UNIT-11,49.3,8,0,0.25,0.0,2,20.1,True,3,3,4,3,3,0.533,0,SYNTHETIC_DEMO_DATA
PID-00638,UNIT-15,36.4,4,7,0.52,8.6,2,10.9,False,3,3,4,3,3,0.367,0,SYNTHETIC_DEMO_DATA
PID-00639,UNIT-20,60.1,6,13,0.17,2.5,2,15.1,False,4,4,4,3,2,0.447,0,SYNTHETIC_DEMO_DATA
PID-00640,UNIT-18,59.3,3,9,0.19,8.6,0,12.6,False,3,2,4,3,3,0.519,0,SYNTHETIC_DEMO_DATA
PID-00641,UNIT-24,31.1,4,17,0.39,0.0,1,12.8,False,3,4,3,1,2,0.268,0,SYNTHETIC_DEMO_DATA
PID-00642,UNIT-27,61.8,6,0,0.41,4.3,1,9.9,True,3,3,3,3,4,0.611,0,SYNTHETIC_DEMO_DATA
PID-00643,UNIT-17,80.7,6,0,0.52,9.4,1,15.2,False,5,3,3,3,4,0.551,1,SYNTHETIC_DEMO_DATA
PID-00644,UNIT-26,54.4,6,13,0.72,7.1,2,11.1,False,3,2,4,2,4,0.494,0,SYNTHETIC_DEMO_DATA
PID-00645,UNIT-27,47.3,5,14,0.37,4.0,0,25.9,False,3,4,3,3,4,0.5,0,SYNTHETIC_DEMO_DATA
PID-00646,UNIT-39,50.0,10,7,0.12,0.0,0,22.0,False,2,3,5,3,2,0.348,0,SYNTHETIC_DEMO_DATA
PID-00647,UNIT-33,60.6,6,11,0.27,1.0,2,31.9,False,3,3,2,2,4,0.369,0,SYNTHETIC_DEMO_DATA
PID-00648,UNIT-23,30.0,5,13,0.08,9.2,1,38.9,False,2,2,4,3,1,0.345,0,SYNTHETIC_DEMO_DATA
PID-00649,UNIT-08,54.3,7,4,0.07,4.0,2,26.8,False,3,3,3,4,2,0.42,0,SYNTHETIC_DEMO_DATA
PID-00650,UNIT-13,46.5,4,4,0.53,4.8,1,24.5,False,2,3,3,2,3,0.457,0,SYNTHETIC_DEMO_DATA
PID-00651,UNIT-14,77.9,9,10,0.15,5.9,0,27.4,False,3,4,3,4,3,0.586,0,SYNTHETIC_DEMO_DATA
PID-00652,UNIT-12,49.6,4,14,0.31,1.1,0,24.7,False,3,4,3,3,2,0.421,0,SYNTHETIC_DEMO_DATA
PID-00653,UNIT-38,75.4,4,2,0.28,6.2,1,20.5,True,3,3,3,4,3,0.582,0,SYNTHETIC_DEMO_DATA
PID-00654,UNIT-22,36.5,9,7,0.35,3.7,1,19.7,False,2,3,3,3,4,0.525,0,SYNTHETIC_DEMO_DATA
PID-00655,UNIT-40,60.2,10,7,0.22,5.9,4,9.8,False,2,2,4,4,3,0.565,0,SYNTHETIC_DEMO_DATA
PID-00656,UNIT-05,56.5,5,11,0.23,3.3,0,28.4,False,3,4,5,2,2,0.278,0,SYNTHETIC_DEMO_DATA
PID-00657,UNIT-29,39.8,5,8,0.51,0.3,1,19.7,False,3,4,4,4,3,0.467,0,SYNTHETIC_DEMO_DATA
PID-00658,UNIT-24,54.5,2,5,0.54,3.7,2,34.5,False,2,3,3,3,3,0.599,1,SYNTHETIC_DEMO_DATA
PID-00659,UNIT-31,69.0,11,16,0.29,6.9,1,29.2,False,4,4,3,4,4,0.596,1,SYNTHETIC_DEMO_DATA
PID-00660,UNIT-16,47.5,4,5,0.16,6.2,1,13.7,False,3,3,5,3,3,0.368,0,SYNTHETIC_DEMO_DATA
PID-00661,UNIT-21,30.0,11,7,0.31,5.1,1,32.5,False,1,4,4,3,2,0.415,0,SYNTHETIC_DEMO_DATA
PID-00662,UNIT-15,51.8,6,0,0.1,7.7,3,0.0,True,2,2,4,4,3,0.559,1,SYNTHETIC_DEMO_DATA
PID-00663,UNIT-28,39.4,11,4,0.33,4.4,2,39.3,False,3,3,3,2,2,0.405,0,SYNTHETIC_DEMO_DATA
PID-00664,UNIT-08,47.2,7,12,0.55,5.2,3,6.6,False,3,4,4,2,3,0.375,0,SYNTHETIC_DEMO_DATA
PID-00665,UNIT-27,50.9,6,10,0.22,3.6,1,25.0,False,3,3,4,3,3,0.412,0,SYNTHETIC_DEMO_DATA
PID-00666,UNIT-20,30.0,7,12,0.66,7.9,0,24.3,False,2,4,3,3,3,0.544,1,SYNTHETIC_DEMO_DATA
PID-00667,UNIT-32,30.0,6,12,0.29,5.9,1,31.2,False,2,4,4,1,2,0.315,0,SYNTHETIC_DEMO_DATA
PID-00668,UNIT-02,58.7,5,21,0.39,3.3,0,16.7,False,2,3,3,2,3,0.356,0,SYNTHETIC_DEMO_DATA
PID-00669,UNIT-08,44.7,7,4,0.42,0.5,2,0.0,False,3,4,3,4,2,0.571,0,SYNTHETIC_DEMO_DATA
PID-00670,UNIT-25,30.0,5,0,0.26,8.3,1,16.7,False,2,4,4,2,3,0.376,1,SYNTHETIC_DEMO_DATA
PID-00671,UNIT-15,63.0,4,2,0.09,2.8,1,17.8,False,2,3,4,4,3,0.51,0,SYNTHETIC_DEMO_DATA
PID-00672,UNIT-12,55.8,6,4,0.22,5.2,0,0.0,False,3,4,4,2,2,0.389,0,SYNTHETIC_DEMO_DATA
PID-00673,UNIT-38,42.0,3,3,0.32,12.0,6,20.5,False,3,2,1,3,4,0.524,0,SYNTHETIC_DEMO_DATA
PID-00674,UNIT-37,33.6,6,9,0.54,7.4,2,9.2,False,3,4,3,3,3,0.334,0,SYNTHETIC_DEMO_DATA
PID-00675,UNIT-04,63.7,5,16,0.2,9.8,1,26.5,False,4,3,3,4,3,0.565,0,SYNTHETIC_DEMO_DATA
PID-00676,UNIT-22,56.9,6,18,0.31,3.4,2,17.5,False,2,3,3,2,2,0.356,0,SYNTHETIC_DEMO_DATA
PID-00677,UNIT-27,85.4,4,12,0.48,8.2,0,39.6,False,2,2,3,2,3,0.394,0,SYNTHETIC_DEMO_DATA
PID-00678,UNIT-32,57.9,4,21,0.25,5.1,0,17.4,False,3,4,4,2,3,0.292,0,SYNTHETIC_DEMO_DATA
PID-00679,UNIT-09,57.4,6,6,0.6,6.1,2,24.3,False,3,3,2,4,3,0.674,1,SYNTHETIC_DEMO_DATA
PID-00680,UNIT-35,49.7,8,0,0.2,11.1,3,17.9,True,3,3,3,3,3,0.565,0,SYNTHETIC_DEMO_DATA
PID-00681,UNIT-27,63.4,2,15,0.08,4.2,0,3.8,False,2,4,4,3,3,0.432,0,SYNTHETIC_DEMO_DATA
PID-00682,UNIT-36,60.8,7,0,0.29,5.1,3,18.0,True,3,3,3,3,4,0.553,0,SYNTHETIC_DEMO_DATA
PID-00683,UNIT-28,69.5,5,4,0.15,2.3,1,27.5,False,2,3,5,3,4,0.356,0,SYNTHETIC_DEMO_DATA
PID-00684,UNIT-35,44.7,6,12,0.13,7.7,2,26.0,False,2,4,3,3,3,0.506,0,SYNTHETIC_DEMO_DATA
PID-00685,UNIT-02,45.9,4,8,0.29,3.3,2,17.1,False,3,4,2,2,2,0.469,0,SYNTHETIC_DEMO_DATA
PID-00686,UNIT-10,45.3,4,7,0.24,8.1,1,5.4,False,3,4,4,3,4,0.431,0,SYNTHETIC_DEMO_DATA
PID-00687,UNIT-22,63.1,5,1,0.6,0.1,0,26.4,False,3,3,3,2,3,0.432,0,SYNTHETIC_DEMO_DATA
PID-00688,UNIT-13,73.0,6,8,0.11,6.6,1,24.2,False,3,4,4,4,2,0.563,0,SYNTHETIC_DEMO_DATA
PID-00689,UNIT-08,45.6,7,15,0.13,3.1,1,28.4,False,3,4,3,2,2,0.328,0,SYNTHETIC_DEMO_DATA
PID-00690,UNIT-29,46.1,7,9,0.46,7.2,1,17.3,False,3,3,3,3,3,0.546,0,SYNTHETIC_DEMO_DATA
PID-00691,UNIT-40,56.4,5,4,0.09,5.0,3,3.2,False,2,3,3,2,3,0.462,1,SYNTHETIC_DEMO_DATA
PID-00692,UNIT-22,48.6,10,1,0.33,3.4,2,25.3,True,3,3,4,3,1,0.459,0,SYNTHETIC_DEMO_DATA
PID-00693,UNIT-25,65.3,3,4,0.1,3.8,3,19.9,False,3,2,3,3,3,0.573,0,SYNTHETIC_DEMO_DATA
PID-00694,UNIT-25,30.0,7,11,0.44,2.4,2,33.9,False,2,4,3,4,3,0.436,0,SYNTHETIC_DEMO_DATA
PID-00695,UNIT-17,40.4,3,11,0.2,7.5,2,20.3,False,3,4,4,3,1,0.397,0,SYNTHETIC_DEMO_DATA
PID-00696,UNIT-28,41.0,10,4,0.19,1.9,2,19.5,False,2,4,3,2,3,0.366,0,SYNTHETIC_DEMO_DATA
PID-00697,UNIT-33,30.0,5,0,0.21,4.2,2,24.2,True,3,3,2,2,3,0.454,0,SYNTHETIC_DEMO_DATA
PID-00698,UNIT-05,38.5,7,11,0.25,6.0,1,14.0,False,4,3,3,2,2,0.451,0,SYNTHETIC_DEMO_DATA
PID-00699,UNIT-12,39.2,6,3,0.08,9.8,1,13.5,False,3,4,5,3,2,0.352,0,SYNTHETIC_DEMO_DATA
PID-00700,UNIT-07,49.2,5,13,0.17,5.0,1,19.0,False,2,3,3,4,2,0.671,0,SYNTHETIC_DEMO_DATA
PID-00701,UNIT-32,67.6,3,4,0.06,4.3,0,10.8,False,3,4,4,3,1,0.396,0,SYNTHETIC_DEMO_DATA
PID-00702,UNIT-26,48.6,7,3,0.11,5.8,0,17.7,False,4,3,3,3,2,0.483,0,SYNTHETIC_DEMO_DATA
PID-00703,UNIT-27,37.6,4,9,0.21,0.0,1,39.4,False,2,4,5,2,2,0.267,0,SYNTHETIC_DEMO_DATA
PID-00704,UNIT-26,51.2,1,23,0.21,1.4,2,30.4,False,3,3,3,2,1,0.347,0,SYNTHETIC_DEMO_DATA
PID-00705,UNIT-22,66.7,6,13,0.56,3.9,1,23.1,False,3,4,3,3,3,0.459,0,SYNTHETIC_DEMO_DATA
PID-00706,UNIT-33,38.3,2,9,0.09,2.9,0,35.5,False,2,4,4,2,2,0.356,0,SYNTHETIC_DEMO_DATA
PID-00707,UNIT-07,39.3,5,11,0.58,0.2,1,11.8,False,2,3,3,3,3,0.393,0,SYNTHETIC_DEMO_DATA
PID-00708,UNIT-28,59.8,5,0,0.29,7.6,1,44.9,False,3,2,3,4,3,0.491,0,SYNTHETIC_DEMO_DATA
PID-00709,UNIT-34,48.9,4,2,0.46,5.8,3,15.4,True,2,2,3,3,4,0.461,1,SYNTHETIC_DEMO_DATA
PID-00710,UNIT-09,61.1,8,0,0.26,5.4,2,40.0,True,3,3,3,3,4,0.596,0,SYNTHETIC_DEMO_DATA
PID-00711,UNIT-29,51.8,6,19,0.51,2.9,1,40.0,False,2,4,3,3,2,0.513,0,SYNTHETIC_DEMO_DATA
PID-00712,UNIT-03,61.8,2,18,0.42,5.2,2,2.5,False,3,3,4,3,3,0.336,0,SYNTHETIC_DEMO_DATA
PID-00713,UNIT-07,37.5,4,11,0.21,6.5,0,34.7,False,4,3,4,2,3,0.373,0,SYNTHETIC_DEMO_DATA
PID-00714,UNIT-16,51.8,2,9,0.08,4.2,4,17.2,False,3,4,4,4,3,0.391,0,SYNTHETIC_DEMO_DATA
PID-00715,UNIT-40,49.1,5,0,0.05,6.3,1,14.3,False,2,5,4,2,4,0.376,0,SYNTHETIC_DEMO_DATA
PID-00716,UNIT-15,35.0,5,7,0.29,2.6,1,25.2,False,2,4,4,2,2,0.272,0,SYNTHETIC_DEMO_DATA
PID-00717,UNIT-18,30.1,3,19,0.18,5.3,1,9.9,False,2,5,5,2,2,0.303,0,SYNTHETIC_DEMO_DATA
PID-00718,UNIT-31,61.6,10,9,0.36,8.4,2,25.0,False,3,4,3,3,3,0.561,1,SYNTHETIC_DEMO_DATA
PID-00719,UNIT-32,47.1,2,5,0.61,8.7,0,10.6,False,4,4,3,4,3,0.61,0,SYNTHETIC_DEMO_DATA
PID-00720,UNIT-27,37.7,3,0,0.37,9.0,3,21.8,True,4,3,2,3,3,0.54,1,SYNTHETIC_DEMO_DATA
PID-00721,UNIT-02,50.7,10,17,0.11,5.9,1,33.4,False,3,3,2,4,2,0.542,0,SYNTHETIC_DEMO_DATA
PID-00722,UNIT-35,67.8,7,8,0.15,5.1,1,23.9,False,3,4,4,3,4,0.377,0,SYNTHETIC_DEMO_DATA
PID-00723,UNIT-11,30.0,9,0,0.27,3.7,1,16.4,True,3,3,3,3,4,0.406,0,SYNTHETIC_DEMO_DATA
PID-00724,UNIT-21,31.0,3,3,0.48,0.0,2,25.4,False,2,3,4,2,2,0.387,0,SYNTHETIC_DEMO_DATA
PID-00725,UNIT-30,39.1,8,1,0.27,1.0,1,5.9,False,3,3,3,4,2,0.528,0,SYNTHETIC_DEMO_DATA
PID-00726,UNIT-12,72.5,4,8,0.45,4.5,2,11.6,False,3,3,2,3,4,0.565,1,SYNTHETIC_DEMO_DATA
PID-00727,UNIT-28,56.0,5,10,0.1,4.7,0,15.7,False,2,2,3,2,3,0.45,0,SYNTHETIC_DEMO_DATA
PID-00728,UNIT-21,62.7,5,5,0.17,9.2,0,27.9,False,3,2,4,5,3,0.519,0,SYNTHETIC_DEMO_DATA
PID-00729,UNIT-07,36.0,4,13,0.5,8.9,0,24.1,False,3,3,3,3,3,0.499,0,SYNTHETIC_DEMO_DATA
PID-00730,UNIT-09,36.3,7,9,0.19,2.9,0,25.4,False,2,3,4,3,2,0.321,0,SYNTHETIC_DEMO_DATA
PID-00731,UNIT-31,58.3,6,15,0.31,7.5,1,19.7,False,4,4,3,4,3,0.617,0,SYNTHETIC_DEMO_DATA
PID-00732,UNIT-03,52.8,3,6,0.5,3.6,1,12.1,False,2,3,4,3,3,0.467,0,SYNTHETIC_DEMO_DATA
PID-00733,UNIT-16,59.7,7,27,0.16,7.0,0,34.9,False,2,4,4,3,2,0.442,0,SYNTHETIC_DEMO_DATA
PID-00734,UNIT-20,49.4,7,5,0.21,7.4,0,13.0,False,3,4,3,3,3,0.444,0,SYNTHETIC_DEMO_DATA
PID-00735,UNIT-16,55.9,3,3,0.12,8.7,0,24.2,False,3,3,4,3,3,0.555,0,SYNTHETIC_DEMO_DATA
PID-00736,UNIT-17,54.2,3,2,0.27,3.5,1,18.9,True,2,4,3,3,2,0.574,0,SYNTHETIC_DEMO_DATA
PID-00737,UNIT-39,62.9,3,7,0.18,8.0,2,25.6,False,3,3,3,3,4,0.528,0,SYNTHETIC_DEMO_DATA
PID-00738,UNIT-02,63.3,1,0,0.42,0.0,0,13.9,True,2,3,3,3,3,0.527,0,SYNTHETIC_DEMO_DATA
PID-00739,UNIT-40,30.0,6,10,0.31,8.9,2,30.5,False,2,2,4,3,3,0.415,0,SYNTHETIC_DEMO_DATA
PID-00740,UNIT-29,30.0,7,0,0.27,4.9,5,33.8,True,3,3,3,3,3,0.437,0,SYNTHETIC_DEMO_DATA
PID-00741,UNIT-37,66.0,10,9,0.22,5.0,2,29.9,False,3,2,4,3,2,0.508,1,SYNTHETIC_DEMO_DATA
PID-00742,UNIT-26,68.6,5,0,0.08,0.0,1,21.6,True,3,4,5,3,2,0.345,0,SYNTHETIC_DEMO_DATA
PID-00743,UNIT-38,37.7,8,6,0.41,3.8,2,15.6,False,2,3,3,3,2,0.539,0,SYNTHETIC_DEMO_DATA
PID-00744,UNIT-03,30.0,7,12,0.3,9.1,0,48.2,False,2,3,4,4,3,0.521,0,SYNTHETIC_DEMO_DATA
PID-00745,UNIT-29,53.4,6,22,0.21,3.7,1,10.1,False,3,4,4,3,3,0.399,0,SYNTHETIC_DEMO_DATA
PID-00746,UNIT-29,65.0,7,2,0.32,7.1,1,28.8,False,4,3,3,3,3,0.537,0,SYNTHETIC_DEMO_DATA
PID-00747,UNIT-38,77.2,14,8,0.14,5.1,1,23.3,False,4,3,2,4,4,0.673,0,SYNTHETIC_DEMO_DATA
PID-00748,UNIT-04,59.2,7,4,0.32,8.2,0,19.4,False,3,3,4,4,2,0.544,0,SYNTHETIC_DEMO_DATA
PID-00749,UNIT-21,46.8,5,3,0.49,5.6,0,21.9,False,2,3,4,2,2,0.364,0,SYNTHETIC_DEMO_DATA
PID-00750,UNIT-21,39.5,7,4,0.27,2.2,1,14.9,False,2,4,3,4,3,0.433,0,SYNTHETIC_DEMO_DATA
PID-00751,UNIT-04,52.2,8,13,0.21,5.2,2,24.3,False,3,3,3,2,3,0.46,0,SYNTHETIC_DEMO_DATA
PID-00752,UNIT-25,47.8,5,6,0.23,9.8,4,23.2,False,2,2,3,4,2,0.604,0,SYNTHETIC_DEMO_DATA
PID-00753,UNIT-20,37.8,6,22,0.52,6.5,1,46.8,False,2,4,4,3,3,0.541,0,SYNTHETIC_DEMO_DATA
PID-00754,UNIT-20,80.7,4,11,0.16,4.7,0,30.7,False,3,4,3,3,4,0.48,0,SYNTHETIC_DEMO_DATA
PID-00755,UNIT-28,77.0,6,2,0.22,11.8,1,25.2,True,3,3,3,3,4,0.58,0,SYNTHETIC_DEMO_DATA
PID-00756,UNIT-30,67.9,5,6,0.27,8.5,1,25.8,False,3,3,2,4,2,0.638,1,SYNTHETIC_DEMO_DATA
PID-00757,UNIT-27,39.1,8,4,0.06,7.5,1,38.4,False,3,2,3,2,3,0.439,1,SYNTHETIC_DEMO_DATA
PID-00758,UNIT-16,64.0,2,13,0.23,6.0,0,10.3,False,2,4,4,2,3,0.313,0,SYNTHETIC_DEMO_DATA
PID-00759,UNIT-39,61.0,4,0,0.49,7.2,0,18.2,True,3,2,3,4,3,0.578,1,SYNTHETIC_DEMO_DATA
PID-00760,UNIT-09,58.2,11,0,0.06,7.3,3,0.9,True,3,3,2,4,4,0.675,1,SYNTHETIC_DEMO_DATA
PID-00761,UNIT-14,69.5,6,5,0.15,0.0,3,25.6,False,3,4,3,3,3,0.471,0,SYNTHETIC_DEMO_DATA
PID-00762,UNIT-20,60.9,8,13,0.17,6.2,1,28.5,False,3,3,5,4,4,0.499,0,SYNTHETIC_DEMO_DATA
PID-00763,UNIT-13,62.4,10,16,0.13,4.5,1,10.0,False,3,4,4,3,3,0.43,0,SYNTHETIC_DEMO_DATA
PID-00764,UNIT-14,60.9,4,17,0.13,3.5,2,34.4,False,3,4,3,3,3,0.469,0,SYNTHETIC_DEMO_DATA
PID-00765,UNIT-38,56.8,9,12,0.18,4.4,1,12.8,False,3,3,3,4,3,0.585,0,SYNTHETIC_DEMO_DATA
PID-00766,UNIT-07,30.0,4,8,0.51,0.3,2,16.6,False,2,5,4,2,3,0.321,0,SYNTHETIC_DEMO_DATA
PID-00767,UNIT-21,53.2,3,13,0.11,0.0,2,21.2,False,2,3,3,3,3,0.349,0,SYNTHETIC_DEMO_DATA
PID-00768,UNIT-19,44.2,9,2,0.11,8.7,2,35.9,True,2,2,3,2,3,0.431,0,SYNTHETIC_DEMO_DATA
PID-00769,UNIT-04,34.1,5,0,0.16,6.4,1,11.4,True,3,3,4,2,2,0.322,0,SYNTHETIC_DEMO_DATA
PID-00770,UNIT-09,75.5,6,11,0.62,0.0,4,22.9,False,4,4,4,4,2,0.441,1,SYNTHETIC_DEMO_DATA
PID-00771,UNIT-11,76.2,4,2,0.34,3.3,2,27.7,False,4,3,3,4,2,0.579,1,SYNTHETIC_DEMO_DATA
PID-00772,UNIT-19,71.0,4,8,0.31,7.6,0,25.7,False,4,3,4,3,3,0.477,0,SYNTHETIC_DEMO_DATA
PID-00773,UNIT-17,55.6,4,9,0.49,4.2,2,26.1,False,3,4,3,4,3,0.603,0,SYNTHETIC_DEMO_DATA
PID-00774,UNIT-24,70.9,5,10,0.18,8.7,0,27.6,False,3,4,1,4,3,0.584,0,SYNTHETIC_DEMO_DATA
PID-00775,UNIT-16,52.2,6,14,0.22,8.1,1,14.5,False,3,4,4,3,3,0.439,0,SYNTHETIC_DEMO_DATA
PID-00776,UNIT-32,54.8,6,13,0.04,0.9,1,36.9,False,1,5,4,2,2,0.379,0,SYNTHETIC_DEMO_DATA
PID-00777,UNIT-15,36.7,5,10,0.27,4.6,1,18.9,False,2,4,4,3,4,0.37,0,SYNTHETIC_DEMO_DATA
PID-00778,UNIT-35,57.6,7,6,0.24,3.7,1,17.6,False,3,3,4,2,2,0.405,0,SYNTHETIC_DEMO_DATA
